id,make,model,year,VClass,drive,trans,fuelType,cylinders,displ,pv2,pv4,city,UCity,highway,UHighway,comb,co2,feScore,ghgScore,trans_type
1917,35899,Hyundai,Elantra GT,2015,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.0,0,0,24.0384,30.9285,32.0255,46.1759,27.0773,328,7,7,Automatic
1918,35900,Lexus,LS 460,2015,Midsize Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.6,0,103,16.3295,20.3,24.2339,34.0,19.1386,460,4,4,Automatic
1919,35901,Lexus,LS 460 AWD,2015,Midsize Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.6,0,103,15.6234,19.3622,22.9333,32.0312,18.2396,486,4,4,Automatic
1920,35902,Lexus,LS 460 L,2015,Midsize Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.6,0,102,16.3295,20.3,24.2339,34.0,19.1386,460,4,4,Automatic
1921,35903,Lexus,LS 460 L AWD,2015,Midsize Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.6,0,102,15.6234,19.3622,22.9333,32.0312,18.2396,486,4,4,Automatic
1922,35904,Lexus,LS 600h L,2015,Midsize Cars,All-Wheel Drive,Automatic (AV-S8),Premium Gasoline,8,5.0,0,102,18.5788,24.7,23.2848,30.3,20.4375,432,5,5,Automatic
1923,35905,Chevrolet,SS,2015,Large Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,8,6.2,0,112,15.0,19.3957,21.0,32.6299,17.0,523,4,4,Manual
1924,35906,Hyundai,Azera Limited,2015,Large Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.3,0,106,18.927,23.8,27.8704,39.6,22.1214,405,5,5,Automatic
1925,35907,Lincoln,MKS AWD,2015,Large Cars,All-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.7,0,105,18.0431,22.6,25.8687,36.5,20.8864,425,5,5,Automatic
1926,35908,Lincoln,MKS FWD,2015,Large Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.7,0,105,19.0337,23.9456,27.7014,39.3366,22.1529,402,5,5,Automatic
1927,35928,Porsche,911 Carrera GTS,2015,Minicompact Cars,Rear-Wheel Drive,Manual 7-spd,Premium Gasoline,6,3.8,70,0,18.1857,22.793000000000006,25.8685,36.4997,20.9911,423,5,5,Manual
1928,35929,Porsche,911 Carrera GTS,2015,Minicompact Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.8,70,0,18.583,23.3319,25.7711,36.3499,21.2502,418,5,5,Automatic
1929,35930,Porsche,911 Carrera GTS Cabriolet,2015,Minicompact Cars,Rear-Wheel Drive,Manual 7-spd,Premium Gasoline,6,3.8,68,0,17.6288,22.0408,24.9548,35.0989,20.3122,438,5,5,Manual
1930,35931,Porsche,911 Carrera GTS Cabriolet,2015,Minicompact Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.8,68,0,18.5925,23.3448,25.4126,35.7997,21.1463,420,5,5,Automatic
1931,35932,Porsche,911 Carrera 4 GTS,2015,Minicompact Cars,4-Wheel Drive,Manual 7-spd,Premium Gasoline,6,3.8,70,0,18.0761,22.6446,25.3459,35.6975,20.755,428,5,5,Manual
1932,35933,Porsche,911 Carrera 4 GTS,2015,Minicompact Cars,4-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.8,70,0,18.5925,23.3448,25.4126,35.7997,21.1463,420,5,5,Automatic
1933,35934,Porsche,911 Carrera 4 GTS Cabriolet,2015,Minicompact Cars,4-Wheel Drive,Manual 7-spd,Premium Gasoline,6,3.8,68,0,17.6288,22.0408,24.9548,35.0989,20.3122,438,5,5,Manual
1934,35935,Porsche,911 Carrera 4 GTS Cabriolet,2015,Minicompact Cars,4-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.8,68,0,18.0054,22.549,24.89,35.0,20.5652,432,5,5,Automatic
1935,35936,BMW,228i xDrive Convertible,2015,Subcompact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,4,2.0,82,0,22.1866,28.308000000000003,32.4217,46.813,25.8603,344,6,6,Automatic
1936,35937,BMW,M235i Convertible,2015,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,82,0,20.9891,26.6367,31.2945,45.005,24.6405,361,6,6,Automatic
1937,35938,BMW,M235i Convertible,2015,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,6,3.0,82,0,19.0736,24.0,25.9987,36.7,21.6712,410,5,5,Manual
1938,35939,Volkswagen,Golf R,2015,Compact Cars,All-Wheel Drive,Automatic (AM-S6),Premium Gasoline,4,2.0,0,0,23.0603,28.3,30.0715,40.9,25.7633,343,6,6,Automatic
1939,35954,Mercedes-Benz,CLA250 4matic,2015,Compact Cars,4-Wheel Drive,Automatic (AM7),Premium Gasoline,4,2.0,0,88,24.0184,30.9,32.3515,46.7,27.1674,325,7,7,Automatic
1940,35955,Mercedes-Benz,CLA45 AMG 4matic,2015,Compact Cars,4-Wheel Drive,Automatic (AM7),Premium Gasoline,4,2.0,88,0,22.8912,29.3,30.1602,43.2,25.6759,348,6,6,Automatic
1941,35956,Mercedes-Benz,CLA250 4matic,2015,Compact Cars,4-Wheel Drive,Automatic (AM7),Premium Gasoline,4,2.0,0,88,24.0184,30.9,32.3515,46.7,27.1674,325,7,7,Automatic
1942,35957,Mercedes-Benz,S65 AMG Coupe,2015,Compact Cars,Rear-Wheel Drive,Automatic 7-spd,Premium Gasoline,12,6.0,91,0,12.6685,15.5,20.3686,28.2,15.2654,585,3,3,Automatic
1943,35958,Mercedes-Benz,CLA250,2015,Compact Cars,Front-Wheel Drive,Automatic (AM7),Premium Gasoline,4,2.0,0,88,25.8259,33.5,36.8145,54.0,29.833,299,7,7,Automatic
1944,35959,Hyundai,Elantra GT,2015,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.0,0,0,23.9121,30.7483,32.7484,47.3399,27.2168,327,7,7,Manual
1945,35961,Ford,Focus FWD,2015,Compact Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,3,1.0,0,90,28.8851,38.0,38.251,56.4,32.4619,274,8,8,Manual
1946,35962,Ford,Focus FWD,2015,Compact Cars,Front-Wheel Drive,Automatic (AM6),Regular Gasoline,4,2.0,0,90,26.7003,34.7734,38.3761,56.6103,30.9357,286,8,8,Automatic
1947,35963,Ford,Focus FWD,2015,Compact Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.0,0,90,25.929,33.6497,36.7702,53.9264,29.8954,298,7,7,Automatic
1948,35964,Ford,Focus FWD,2015,Compact Cars,Front-Wheel Drive,Manual 5-spd,Regular Gasoline,4,2.0,0,90,25.5497,33.1,35.3629,51.6,29.1955,304,7,7,Manual
1949,35965,Ford,Focus FWD,2015,Compact Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.0,0,90,23.0328,29.5,31.4165,45.2,26.1762,340,6,6,Manual
1950,35966,Ford,Focus FWD FFV,2015,Compact Cars,Front-Wheel Drive,Automatic (AM6),Regular Gasoline,4,2.0,0,90,26.5817,34.6,38.8451,57.4,30.9834,285,8,8,Automatic
1951,35967,Ford,Focus FWD FFV,2015,Compact Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.0,0,90,25.9291,33.6498,36.7703,53.9266,29.8955,298,7,7,Automatic
1952,35968,Ford,Focus FWD FFV,2015,Compact Cars,Front-Wheel Drive,Manual 5-spd,Regular Gasoline,4,2.0,0,90,25.5497,33.1,35.3629,51.6,29.1955,304,7,7,Manual
1953,35969,Ford,Focus SFE FWD,2015,Compact Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,3,1.0,0,90,30.0849,39.8,40.5537,60.3,34.0391,260,8,8,Manual
1954,35971,Nissan,Sentra,2015,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,1.8,0,96,26.7185,34.8,34.7536,50.6,29.8211,298,7,7,Manual
1955,35972,Nissan,Sentra,2015,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,1.8,0,96,29.1468,38.3909,37.3909,54.96,32.3572,275,8,8,Automatic
1956,35973,Nissan,Sentra FE,2015,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,1.8,0,96,30.0,40.0,38.37,56.6,33.412,268,8,8,Automatic
1957,35981,Mazda,6,2016,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.5,0,100,26.1507,33.9718,36.8073,53.988,30.0682,295,7,7,Automatic
1958,35982,Mazda,6,2016,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.5,0,100,27.5618,36.0379,38.4987,56.8165,31.6017,280,8,8,Automatic
1959,35983,Mazda,6,2016,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.5,0,100,24.9709,32.2648,35.8403,52.3866,28.9173,306,7,7,Manual
1960,35995,Audi,A7 quattro,2016,Midsize Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,0,0,20.2399,25.6,29.3376,41.9,23.5224,375,5,5,Automatic
1961,35996,Audi,A6 quattro,2016,Midsize Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,0,98,20.2399,25.6,29.3376,41.9,23.5224,375,5,5,Automatic
1962,36003,Mercedes-Benz,C300,2015,Compact Cars,Rear-Wheel Drive,Automatic 7-spd,Premium Gasoline,4,2.0,0,90,24.7171,31.9,32.9095,47.6,27.8353,318,7,7,Automatic
1963,36015,Bentley,Mulsanne,2016,Midsize Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,6.8,0,101,11.2645,13.6993,18.0543,24.8,13.5592,652,1,1,Automatic
1964,36020,Hyundai,Veloster,2016,Compact Cars,Front-Wheel Drive,Automatic (AM6),Regular Gasoline,4,1.6,0,90,28.1156,36.8562,35.0032,51.0091,30.847,290,7,7,Automatic
1965,36021,Hyundai,Veloster,2016,Compact Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,1.6,0,90,26.5405,34.5399,34.3255,49.9,29.5571,303,7,7,Manual
1966,36022,Hyundai,Elantra GT,2016,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.0,0,0,23.8676,30.6849,32.4279,46.823,27.0851,329,6,6,Manual
1967,36030,BMW,i3 REX,2015,Subcompact Cars,Rear-Wheel Drive,Automatic (A1),Premium Gasoline,2,0.6,0,84,41.4544,52.5,37.31800000000001,52.2,39.485,40,10,10,Automatic
1968,36031,BMW,i8,2015,Subcompact Cars,All-Wheel Drive,Automatic 6-spd,Premium Gasoline,3,1.5,81,0,28.1135,38.4,28.8888,46.4,28.4624,198,9,10,Automatic
1969,36034,Acura,ILX,2016,Compact Cars,Front-Wheel Drive,Automatic (AM8),Premium Gasoline,4,2.4,0,89,25.1342,32.5,34.8146,50.7,28.7289,309,7,7,Automatic
1970,36036,Hyundai,Elantra GT,2016,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.0,0,0,23.9481,30.7997,32.0405,46.2,27.019,331,6,6,Automatic
1971,36043,Jaguar,XJ,2016,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,5.0,0,102,14.8943,18.4,22.9126,32.0,17.6782,503,4,4,Automatic
1972,36044,Jaguar,XJL,2016,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,5.0,0,109,14.8943,18.4,22.9126,32.0,17.6782,503,4,4,Automatic
1973,36045,Chevrolet,Impala Bi-Fuel  (CNG),2015,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.6,0,105,16.8911,20.7,25.2146,36.3,19.838,437,5,5,Automatic
1974,36046,Acura,RLX,2016,Midsize Cars,Front-Wheel Drive,Automatic (S6),Premium Gasoline,6,3.5,0,102,19.8039,25.0,30.1602,43.2,23.4232,380,5,5,Automatic
1975,36047,Acura,RLX Hybrid,2016,Midsize Cars,All-Wheel Drive,Automatic (AM7),Premium Gasoline,6,3.5,0,102,28.2013,36.9832,31.3883,45.1548,29.5515,302,7,7,Automatic
1976,36048,MINI,John Cooper Works Hardtop,2015,Subcompact Cars,Front-Wheel Drive,Automatic (S6),Premium Gasoline,4,2.0,0,0,24.9919,32.295,30.8342,44.2707,27.3214,325,7,7,Automatic
1977,36049,MINI,John Cooper Works Hardtop,2015,Subcompact Cars,Front-Wheel Drive,Manual 6-spd,Premium Gasoline,4,2.0,0,0,22.6076,28.9,30.0971,43.1,25.4584,347,6,6,Manual
1978,36052,Nissan,GT-R,2016,Subcompact Cars,All-Wheel Drive,Automatic (AM6),Premium Gasoline,6,3.8,79,0,16.4192,20.2492,22.3914,30.0482,18.6587,474,4,4,Automatic
1979,36053,Hyundai,Veloster,2016,Compact Cars,Front-Wheel Drive,Automatic (AM6),Regular Gasoline,4,1.6,0,90,26.3761,34.3,32.165,46.4,28.7005,311,7,7,Automatic
1980,36054,Hyundai,Veloster,2016,Compact Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,1.6,0,90,24.9954,32.3,32.5998,47.1,27.9269,321,7,7,Manual
1981,36055,Audi,A6 quattro,2016,Midsize Cars,All-Wheel Drive,Automatic (S8),Diesel,6,3.0,0,98,25.2158,31.1687,37.5811,52.7,29.5982,343,7,6,Automatic
1982,36056,Hyundai,Equus,2016,Large Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,5.0,0,111,14.9703,18.5,22.9126,32.0,17.737000000000005,502,4,4,Automatic
1983,36065,BMW,640i Coupe,2016,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,87,0,20.3173,25.7068,30.3446,43.4924,23.8662,372,5,5,Automatic
1984,36066,Kia,Rio Eco,2016,Compact Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,1.6,0,88,27.3102,35.6675,35.9557,52.5771,30.6237,286,7,7,Automatic
1985,36067,Kia,Rio,2016,Compact Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,1.6,0,88,26.8158,34.9423,36.3283,53.1934,30.3976,290,7,7,Automatic
1986,36068,Kia,Rio,2016,Compact Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,1.6,0,88,26.9917,35.2,36.453,53.4,30.5611,287,7,7,Manual
1987,36076,BMW,640i Convertible,2016,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,88,0,19.8535,25.0681,29.9594,42.882,23.4065,378,5,5,Automatic
1988,36077,BMW,640i xDrive Coupe,2016,Subcompact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,87,0,19.752,24.9286,28.7859,41.0324,23.0002,384,5,5,Automatic
1989,36078,BMW,640i xDrive Convertible,2016,Subcompact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,88,0,19.752,24.9286,28.7859,41.0324,23.0002,384,5,5,Automatic
1990,36079,BMW,650i xDrive Coupe,2016,Subcompact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,87,0,16.4322,20.4368,24.4134,34.2731,19.2666,463,4,4,Automatic
1991,36080,BMW,650i xDrive Convertible,2016,Subcompact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,88,0,15.481,19.1739,23.9034,33.4981,18.3982,484,4,4,Automatic
1992,36081,BMW,M6 Coupe,2016,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,8,4.4,87,0,14.6888,18.1299,21.5792,30.0,17.1536,516,3,3,Manual
1993,36082,BMW,M6 Coupe,2016,Subcompact Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,8,4.4,87,0,13.66,16.7849,20.3766,28.2119,16.0391,553,3,3,Automatic
1994,36083,BMW,M6 Convertible,2016,Subcompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,8,4.4,88,0,14.6888,18.1299,21.5792,30.0,17.1536,516,3,3,Manual
1995,36084,BMW,M6 Convertible,2016,Subcompact Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,8,4.4,88,0,13.66,16.7849,20.3766,28.2119,16.0391,553,3,3,Automatic
1996,36085,BMW,640i Gran Coupe,2016,Compact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,0,97,19.8535,25.0681,29.9594,42.882,23.4065,378,5,5,Automatic
1997,36086,BMW,640i xDrive Gran Coupe,2016,Compact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,6,3.0,0,97,19.752,24.9286,28.7859,41.0324,23.0002,384,5,5,Automatic
1998,36087,BMW,650i xDrive Gran Coupe,2016,Compact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,0,97,15.481,19.1739,23.9034,33.4981,18.3982,484,4,4,Automatic
1999,36088,BMW,Alpina B6 Gran Coupe xDrive,2016,Compact Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,0,97,15.481,19.1739,23.9034,33.4981,18.3982,484,4,4,Automatic
2000,36089,BMW,M6 Gran Coupe,2016,Compact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,8,4.4,0,97,14.6888,18.1299,21.5792,30.0,17.1536,516,3,3,Manual
2001,36090,BMW,M6 Gran Coupe,2016,Compact Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,8,4.4,0,97,13.66,16.7849,20.3766,28.2119,16.0391,553,3,3,Automatic
2002,36091,Subaru,WRX,2016,Compact Cars,All-Wheel Drive,Manual 6-spd,Premium Gasoline,4,2.0,0,97,20.4238,25.8538,27.1306,38.4492,22.9802,385,5,5,Manual
2003,36092,Subaru,WRX,2016,Compact Cars,All-Wheel Drive,Manual 6-spd,Premium Gasoline,4,2.5,0,97,17.0777,21.3,23.0453,32.2,19.3302,459,4,4,Manual
2004,36093,BMW,M5,2016,Midsize Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,8,4.4,0,102,14.6888,18.1299,21.5792,30.0,17.1536,516,3,3,Manual
2005,36094,BMW,M5,2016,Midsize Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,8,4.4,0,102,13.66,16.7849,20.3766,28.2119,16.0391,553,3,3,Automatic
2006,36095,Hyundai,Elantra Limited,2016,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,1.8,0,96,26.9496,35.1382,35.7294,52.2036,30.3002,295,7,7,Automatic
2007,36096,Hyundai,Elantra,2016,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,1.8,0,96,27.6315,36.1407,37.139,54.54,31.2291,282,8,8,Automatic
2008,36097,Hyundai,Elantra,2016,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,1.8,0,96,26.5132,34.5,36.2115,53.0,30.1465,290,7,7,Manual
2009,36098,Hyundai,Elantra,2016,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.0,0,96,24.0143,30.8941,34.826,48.9963,27.9139,315,7,7,Automatic
2010,36099,Hyundai,Elantra,2016,Midsize Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,2.0,0,96,24.0184,30.9,33.6676,47.9,27.5747,319,7,7,Manual
2011,36100,Hyundai,Sonata Hybrid,2016,Midsize Cars,Front-Wheel Drive,Automatic (AM6),Regular Gasoline,4,2.0,0,106,38.4754,52.9735,41.0128,61.0855,39.5773,225,9,9,Automatic
2012,36101,Hyundai,Sonata Hybrid SE,2016,Midsize Cars,Front-Wheel Drive,Automatic (AM6),Regular Gasoline,4,2.0,0,106,39.4054,54.5,42.299,63.3,40.657,221,9,9,Automatic
2013,36110,BMW,650i Coupe,2016,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,87,0,16.7443,20.8536,24.877,34.9801,19.6325,453,4,4,Automatic
2014,36111,BMW,650i Convertible,2016,Subcompact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,88,0,16.7443,20.8536,24.877,34.9801,19.6325,453,4,4,Automatic
2015,36112,BMW,650i Gran Coupe,2016,Compact Cars,Rear-Wheel Drive,Automatic (S8),Premium Gasoline,8,4.4,0,97,16.7443,20.8536,24.877,34.9801,19.6325,453,4,4,Automatic
2016,36113,Audi,A6,2016,Midsize Cars,Front-Wheel Drive,Automatic (AM-S7),Premium Gasoline,4,2.0,0,98,24.2473,31.2269,33.65,48.8,27.7347,315,7,7,Automatic
2017,36114,Porsche,Panamera,2016,Large Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.6,0,108,18.2919,22.9368,27.5172,39.0499,21.5418,413,5,5,Automatic
2018,36115,Porsche,Panamera 4,2016,Large Cars,All-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.6,0,108,18.027,22.5783,26.582,37.5997,21.0799,422,5,5,Automatic
2019,36116,Porsche,Panamera S,2016,Large Cars,Rear-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.0,0,108,17.5199,21.8941,26.3749,37.2798,20.6379,430,5,5,Automatic
2020,36117,Porsche,Panamera 4S,2016,Large Cars,All-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.0,0,108,17.5199,21.8941,26.3749,37.2798,20.6379,430,5,5,Automatic
2021,36118,Porsche,Panamera 4S Executive,2016,Large Cars,All-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.0,0,108,17.2098,21.4772,26.1927,36.9989,20.3505,437,4,4,Automatic
2022,36127,Mazda,2,2016,Compact Cars,Front-Wheel Drive,Manual 6-spd,Regular Gasoline,4,1.5,0,0,30.9432,41.1,40.0257,59.4,34.4622,257,8,8,Manual
2023,36128,Mazda,2,2016,Compact Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,1.5,0,0,32.8333,44.0,41.1962,61.4,36.1342,245,8,8,Automatic
2024,36129,Subaru,WRX,2016,Compact Cars,All-Wheel Drive,Automatic (AV-S8),Premium Gasoline,4,2.0,0,97,18.3436,23.007,24.0433,33.7104,20.5341,420,5,5,Automatic
2025,36130,Audi,A7 quattro,2016,Midsize Cars,All-Wheel Drive,Automatic (S8),Diesel,6,3.0,0,0,25.2158,31.1687,37.5811,52.7,29.5982,343,7,6,Automatic
2026,36131,Audi,S7,2016,Midsize Cars,All-Wheel Drive,Automatic (AM-S7),Premium Gasoline,8,4.0,0,0,17.4937,21.7499,26.7312,37.3,20.715,427,5,5,Automatic
2027,36132,Audi,S6,2016,Midsize Cars,All-Wheel Drive,Automatic (AM-S7),Premium Gasoline,8,4.0,0,98,17.7328,21.9777,26.6352,36.8,20.8721,423,5,5,Automatic
2028,36133,Audi,A6 quattro,2016,Midsize Cars,All-Wheel Drive,Automatic (S8),Premium Gasoline,4,2.0,0,98,21.8488,27.8348,31.604,45.5,25.3732,343,6,6,Automatic
2029,36134,Kia,Cadenza,2016,Large Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.3,0,107,18.5539,23.4,28.0665,37.5,21.893,404,5,5,Automatic
2030,36150,Subaru,BRZ,2016,Minicompact Cars,Rear-Wheel Drive,Manual 6-spd,Premium Gasoline,4,2.0,77,0,21.4659,27.3,29.2106,41.7,24.374,363,6,6,Manual
2031,36151,Subaru,BRZ,2016,Minicompact Cars,Rear-Wheel Drive,Automatic (S6),Premium Gasoline,4,2.0,77,0,24.4382,31.5,32.7237,47.3,27.5807,321,7,7,Automatic
2032,36152,Mercedes-Benz,E400 Coupe,2016,Subcompact Cars,Rear-Wheel Drive,Automatic 7-spd,Premium Gasoline,6,3.0,81,0,20.2543,25.6,29.4963,41.4,23.5789,375,5,5,Automatic
2033,36153,Mercedes-Benz,E400 4matic Coupe,2016,Subcompact Cars,4-Wheel Drive,Automatic 7-spd,Premium Gasoline,6,3.0,81,0,19.9584,25.2,28.1265,39.4,22.9587,384,5,5,Automatic
2034,36154,Mercedes-Benz,E400 Convertible,2016,Subcompact Cars,Rear-Wheel Drive,Automatic 7-spd,Premium Gasoline,6,3.0,80,0,20.402,25.8,29.1543,40.9,23.5887,374,5,5,Automatic
2035,36155,Ford,Fusion FWD,2016,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,1.5,0,100,24.7868,32.0,36.1511,52.9,28.8709,307,7,7,Automatic
2036,36156,Ford,Fusion FWD,2016,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,1.5,0,100,23.5756,30.2695,36.0,52.1067,27.8206,321,7,7,Automatic
2037,36157,Ford,Fusion AWD,2016,Midsize Cars,All-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.0,0,100,21.6809,27.6,30.7898,44.2,25.0105,357,6,6,Automatic
2038,36158,Ford,Fusion FWD,2016,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.0,0,100,22.3944,28.6,32.5998,47.1,26.0665,341,6,6,Automatic
2039,36159,Ford,Fusion FWD,2016,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.5,0,100,22.3133,28.4859,33.1838,48.0437,26.1713,340,6,6,Automatic
2040,36160,Ford,Fusion Hybrid FWD,2016,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.0,0,101,43.0162,60.5605,39.4771,58.4685,41.3481,214,9,9,Automatic
2041,36161,Lincoln,MKZ Hybrid FWD,2016,Midsize Cars,Front-Wheel Drive,Automatic (variable gear ratios),Regular Gasoline,4,2.0,0,99,41.0,60.5605,39.0,58.4685,40.0,227,9,9,Automatic
2042,36162,Lincoln,MKZ AWD,2016,Midsize Cars,All-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.0,0,99,21.6809,27.6,30.7898,44.2,25.0105,357,6,6,Automatic
2043,36163,Lincoln,MKZ FWD,2016,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,4,2.0,0,99,22.3944,28.6,32.5998,47.1,26.0665,341,6,6,Automatic
2044,36164,Lincoln,MKZ FWD,2016,Midsize Cars,Front-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.7,0,99,18.4122,23.1,26.7761,37.9,21.4236,415,5,5,Automatic
2045,36165,Lincoln,MKZ AWD,2016,Midsize Cars,All-Wheel Drive,Automatic (S6),Regular Gasoline,6,3.7,0,99,17.0777,21.3,24.1681,33.9,19.6752,450,4,4,Automatic
2046,36166,Mercedes-Benz,E400,2016,Midsize Cars,Rear-Wheel Drive,Automatic 7-spd,Premium Gasoline,6,3.0,0,98,20.3282,25.7,29.0175,40.7,23.4941,378,5,5,Automatic
2047,36167,Mercedes-Benz,E400 4matic,2016,Midsize Cars,4-Wheel Drive,Automatic 7-spd,Premium Gasoline,6,3.0,0,98,19.6619,24.8,27.5771,38.6,22.5781,393,5,5,Automatic
2048,36172,Porsche,911 Targa 4S,2016,Minicompact Cars,4-Wheel Drive,Manual 7-spd,Premium Gasoline,6,3.8,70,0,17.9691,22.5,25.2823,35.6,20.6581,431,5,5,Manual
2049,36173,Porsche,911 Targa 4S,2016,Minicompact Cars,4-Wheel Drive,Automatic (AM-S7),Premium Gasoline,6,3.8,70,0,18.4122,23.1,25.1517,35.4,20.9367,419,5,5,Automatic
2050,36174,Porsche,911 Targa 4 GTS,2016,Minicompact Cars,4-Wheel Drive,Manual 7-spd,Premium Gasoline,6,3.8,70,0,17.9691,22.5,25.2823,35.6,20.6581,431,5,5,Manual
